Amazon_Product_Name,Flipkart_Product_Name,Brand_Similarity,Color_Similarity,Capacity_Similarity,Product_Name_Similarity
"LG 28 L Convection Microwave Oven (MC2886BRUM, Black, With 360° Motorised Rotisserie & Diet Fry)","LG 28 L Convection Microwave Oven  (MC2886BFUM, Black)",1.0,1.0,1.0,0.68
"LG 28 L Convection Microwave Oven (MC2886BRUM, Black, With 360° Motorised Rotisserie & Diet Fry)","LG 28 L Convection Microwave Oven  (MC2886BPUM, Black)",1.0,0.71,1.0,0.63
"LG 28 L Convection Microwave Oven (MC2886BRUM, Black, With 360° Motorised Rotisserie & Diet Fry)","LG 28 L Convection Microwave Oven  (MJ2887BFUM, Black)",1.0,1.0,1.0,0.63
"LG 28 L Convection Microwave Oven (MC2886BRUM, Black, With 360° Motorised Rotisserie & Diet Fry)","LG 28 L Convection Microwave Oven  (MC2887BFUM.DBKQILN, Black)",1.0,1.0,1.0,0.63
"LG 28 L Convection Microwave Oven (MC2886BRUM, Black, With 360° Motorised Rotisserie & Diet Fry)","LG 28 L Convection Microwave Oven  (MJEN286UI, Black)",1.0,1.0,1.0,0.63
"LG 28 L Convection Microwave Oven (MC2886BRUM, Black, With 360° Motorised Rotisserie & Diet Fry)","LG 28 L Convection Microwave Oven  (MC2846BR, Black)",1.0,1.0,1.0,0.68
"LG 28 L Convection Microwave Oven (MC2886BRUM, Black, With 360° Motorised Rotisserie & Diet Fry)","LG 28 L Convection Microwave Oven  (MC2886BHT, BLACK)",1.0,1.0,1.0,0.68
"LG 28 L Convection Microwave Oven (MC2886BRUM, Black, With 360° Motorised Rotisserie & Diet Fry)","LG 28 L Convection Microwave Oven  (MJEN286UH, Black)",1.0,1.0,1.0,0.68
"LG 28 L Convection Microwave Oven (MC2886BRUM, Black, With 360° Motorised Rotisserie & Diet Fry)","LG 28 L Convection Microwave Oven  (MJEN286UF, Black)",1.0,1.0,1.0,0.68
"LG 28 L Convection Microwave Oven (MC2886BRUM, Black, With 360° Motorised Rotisserie & Diet Fry)","LG 28 L Convection Microwave Oven  (MC2886BFTM, Black)",1.0,1.0,1.0,0.68
"LG 28 L Convection Microwave Oven (MC2886BRUM, Black, With 360° Motorised Rotisserie & Diet Fry)","LG 28 L Charcoal Convection Microwave Oven  (MJ2886BWUM, Floral)",1.0,1.0,1.0,0.52
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 28 L Convection Microwave Oven  (MC2846BV, Black)",1.0,1.0,1.0,0.86
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 28 L Convection Microwave Oven  (MC2886BRUM, Black)",1.0,1.0,1.0,0.86
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 28 L Convection Microwave Oven  (MC2846BG.DBKQILN, Black)",1.0,1.0,1.0,0.93
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 28 L Convection Microwave Oven  (MC2886BLT, Black)",1.0,1.0,1.0,0.93
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 28 L Charcoal Convection Microwave Oven  (MJ2886BFUM, Black)",1.0,1.0,1.0,0.86
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 28 L Convection Microwave Oven  (MC2886BFUM, Black)",1.0,1.0,1.0,0.93
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 28 L Convection Microwave Oven  (MC2886BPUM, Black)",1.0,0.71,1.0,0.86
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 28 L Convection Microwave Oven  (MJ2887BFUM, Black)",1.0,1.0,1.0,0.86
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 28 L Convection Microwave Oven  (MC2887BFUM.DBKQILN, Black)",1.0,1.0,1.0,1.0
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 28 L Convection Microwave Oven  (MJEN286UI, Black)",1.0,1.0,1.0,0.86
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 28 L Convection Microwave Oven  (MC2846BR, Black)",1.0,1.0,1.0,0.93
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 28 L Convection Microwave Oven  (MC2886BHT, BLACK)",1.0,1.0,1.0,0.93
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 28 L Convection Microwave Oven  (MJEN286UH, Black)",1.0,1.0,1.0,0.93
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 28 L Convection Microwave Oven  (MJEN286UF, Black)",1.0,1.0,1.0,0.93
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 28 L Convection Microwave Oven  (MC2886BFTM, Black)",1.0,1.0,1.0,0.93
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 28 L Charcoal Convection Microwave Oven  (MJ2886BWUM, Floral)",1.0,1.0,1.0,0.71
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 28 L Convection Microwave Oven  (MC2846BV, Black)",1.0,1.0,1.0,0.61
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 28 L Convection Microwave Oven  (MC2886BRUM, Black)",1.0,1.0,1.0,0.61
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 28 L Convection Microwave Oven  (MC2846BG.DBKQILN, Black)",1.0,1.0,1.0,0.65
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 28 L Convection Microwave Oven  (MC2886BLT, Black)",1.0,1.0,1.0,0.65
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 28 L Charcoal Convection Microwave Oven  (MJ2886BFUM, Black)",1.0,1.0,1.0,0.71
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 28 L Convection Microwave Oven  (MC2886BFUM, Black)",1.0,1.0,1.0,0.65
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 28 L Convection Microwave Oven  (MC2886BPUM, Black)",1.0,0.71,1.0,0.61
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 28 L Convection Microwave Oven  (MJ2887BFUM, Black)",1.0,1.0,1.0,0.61
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 28 L Convection Microwave Oven  (MC2887BFUM.DBKQILN, Black)",1.0,1.0,1.0,0.61
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 28 L Convection Microwave Oven  (MJEN286UI, Black)",1.0,1.0,1.0,0.61
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 28 L Convection Microwave Oven  (MC2846BR, Black)",1.0,1.0,1.0,0.65
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 28 L Convection Microwave Oven  (MC2886BHT, BLACK)",1.0,1.0,1.0,0.65
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 28 L Convection Microwave Oven  (MJEN286UH, Black)",1.0,1.0,1.0,0.65
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 28 L Convection Microwave Oven  (MJEN286UF, Black)",1.0,1.0,1.0,0.65
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 28 L Convection Microwave Oven  (MC2886BFTM, Black)",1.0,1.0,1.0,0.65
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 28 L Charcoal Convection Microwave Oven  (MJ2886BWUM, Floral)",1.0,1.0,1.0,0.61
"Morphy Richards 28DCOX DuoChef Pro-Convection Microwave Oven and OTG Oven, 28 Ltr, Dual Grill, 300 Auto Cook Menus, Silver, Regular","Morphy Richards 28 L Convection Microwave Oven  (28DCOX DuoChef, Silver)",1.0,1.0,1.0,0.7
"Samsung 28L, Slim Fry, Convection Microwave Oven with Tandoor and Curd making(CE1041DSB3/TL, Black, Best Diwali Gift, 10 Yr warranty)","SAMSUNG 28 L Slim Fry Convection & Grill Microwave Oven  (CE1041DSB2, Black)",1.0,1.0,1.0,0.51
"Samsung 28L, Slim Fry, Convection Microwave Oven with Tandoor and Curd making(CE1041DSB3/TL, Black, Best Diwali Gift, 10 Yr warranty)","SAMSUNG 28 L Slim Fry & Hot blast Convection Microwave Oven  (MC28M6035CK/TL, Black)",1.0,1.0,1.0,0.58
"Samsung 28L, Convection Microwave Oven with Curd Making(MC28A5013AK/TL, Black, Best Diwali Gift, 10 Yr warranty)","SAMSUNG 28 L Convection & Grill Microwave Oven  (MC28A5013AK, Black)",1.0,1.0,1.0,0.51
"Samsung 28L, Convection Microwave Oven with Curd Making(MC28A5013AK/TL, Black, Best Diwali Gift, 10 Yr warranty)","SAMSUNG 28 L Convection Microwave Oven  (MC28A5025VP/TL, Black with Pattern)",1.0,1.0,1.0,0.54
"Samsung 28L, Convection Microwave Oven with Curd Making(MC28A5013AK/TL, Black, Best Diwali Gift, 10 Yr warranty)","SAMSUNG 28 L Convection Microwave Oven  (MC28A5145VK/TL, Black)",1.0,1.0,1.0,0.51
"Samsung 28L, Convection Microwave Oven with Curd Making(MC28A5013AK/TL, Black, Best Diwali Gift, 10 Yr warranty)","SAMSUNG 28 L Convection Microwave Oven  (MC28A5033CK/TL, Black)",1.0,1.0,1.0,0.51
"Samsung 28L, Convection Microwave Oven with Curd Making(MC28A5013AK/TL, Black, Best Diwali Gift, 10 Yr warranty)","SAMSUNG 28 L Convection Microwave Oven  (MC28H5025QB/TL, Black)",1.0,1.0,1.0,0.55
"Samsung 28L, Convection Microwave Oven with Curd Making(MC28A5013AK/TL, Black, Best Diwali Gift, 10 Yr warranty)","SAMSUNG 28 L Convection Microwave Oven  (MC28M6036CK/TL, Black)",1.0,1.0,1.0,0.55
"Samsung 28L, Slim Fry, Multi Spit , Convection Microwave Oven with Tandoor and Curd making(MC28A5025VP/TL, Black with Pattern, 10 Yr warranty)","SAMSUNG 28 L Convection Microwave Oven  (MC28A5025VP/TL, Black with Pattern)",1.0,0.58,1.0,0.65
"Samsung 28L, Slim Fry, Multi Spit , Convection Microwave Oven with Tandoor and Curd making(MC28A5025VP/TL, Black with Pattern, 10 Yr warranty)","SAMSUNG 28 L Slim Fry & Hot blast Convection Microwave Oven  (MC28M6035CK/TL, Black)",1.0,0.58,1.0,0.54
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 28 L Convection & Grill Microwave Oven  (MC28A5013AK, Black)",1.0,1.0,1.0,0.75
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 28 L Convection Microwave Oven  (MC28A6036QK, Black)",1.0,1.0,1.0,0.8
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 28 L Convection & Grill Microwave Oven  (CE1041DSB3, Black)",1.0,1.0,1.0,0.75
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 28 L Convection Microwave Oven  (MC28A5025VP/TL, Black with Pattern)",1.0,1.0,1.0,0.78
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 28 L Convection Microwave Oven  (MC28A5145VK/TL, Black)",1.0,1.0,1.0,0.87
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 28 L Convection Microwave Oven  (MC28A5033CK/TL, Black)",1.0,1.0,1.0,1.0
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 28 L Convection Microwave Oven  (MC28A6035QS/TL, Sliver)",1.0,0.71,1.0,0.75
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 28 L Convection Microwave Oven  (MC28H5025VR, Black with Delight Red)",1.0,1.0,1.0,0.67
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 28 L Convection Microwave Oven  (MC28H5033CK, Black)",1.0,1.0,1.0,0.87
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 28 L Convection Microwave Oven  (MC28H5025QB/TL, Black)",1.0,1.0,1.0,0.94
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 28 L Slim Fry Convection & Grill Microwave Oven  (CE1041DSB2, Black)",1.0,1.0,1.0,0.71
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 28 L Convection Microwave Oven  (MC28M6036CK/TL, Black)",1.0,1.0,1.0,0.94
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 28 L Convection Microwave Oven  (MC28A5033CK, BLACK)",1.0,1.0,1.0,0.94
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 28 L Slim Fry & Hot blast Convection Microwave Oven  (MC28M6035CK/TL, Black)",1.0,1.0,1.0,0.82
"Samsung 28 L Convection Microwave Oven with Moisture Sensor (MC28A5145VK/TL, Black, SlimFry)","SAMSUNG 28 L Convection & Grill Microwave Oven  (MC28A5013AK, Black)",1.0,1.0,1.0,0.61
"Samsung 28 L Convection Microwave Oven with Moisture Sensor (MC28A5145VK/TL, Black, SlimFry)","SAMSUNG 28 L Convection Microwave Oven  (MC28A6036QK, Black)",1.0,1.0,1.0,0.65
"Samsung 28 L Convection Microwave Oven with Moisture Sensor (MC28A5145VK/TL, Black, SlimFry)","SAMSUNG 28 L Convection & Grill Microwave Oven  (CE1041DSB3, Black)",1.0,1.0,1.0,0.61
"Samsung 28 L Convection Microwave Oven with Moisture Sensor (MC28A5145VK/TL, Black, SlimFry)","SAMSUNG 28 L Convection Microwave Oven  (MC28A5025VP/TL, Black with Pattern)",1.0,1.0,1.0,0.73
"Samsung 28 L Convection Microwave Oven with Moisture Sensor (MC28A5145VK/TL, Black, SlimFry)","SAMSUNG 28 L Convection Microwave Oven  (MC28A5145VK/TL, Black)",1.0,1.0,1.0,0.82
"Samsung 28 L Convection Microwave Oven with Moisture Sensor (MC28A5145VK/TL, Black, SlimFry)","SAMSUNG 28 L Convection Microwave Oven  (MC28A5033CK/TL, Black)",1.0,1.0,1.0,0.71
"Samsung 28 L Convection Microwave Oven with Moisture Sensor (MC28A5145VK/TL, Black, SlimFry)","SAMSUNG 28 L Convection Microwave Oven  (MC28A6035QS/TL, Sliver)",1.0,0.71,1.0,0.61
"Samsung 28 L Convection Microwave Oven with Moisture Sensor (MC28A5145VK/TL, Black, SlimFry)","SAMSUNG 28 L Convection Microwave Oven  (MC28H5025VR, Black with Delight Red)",1.0,1.0,1.0,0.64
"Samsung 28 L Convection Microwave Oven with Moisture Sensor (MC28A5145VK/TL, Black, SlimFry)","SAMSUNG 28 L Convection Microwave Oven  (MC28H5033CK, Black)",1.0,1.0,1.0,0.71
"Samsung 28 L Convection Microwave Oven with Moisture Sensor (MC28A5145VK/TL, Black, SlimFry)","SAMSUNG 28 L Convection Microwave Oven  (MC28H5025QB/TL, Black)",1.0,1.0,1.0,0.76
"Samsung 28 L Convection Microwave Oven with Moisture Sensor (MC28A5145VK/TL, Black, SlimFry)","SAMSUNG 28 L Slim Fry Convection & Grill Microwave Oven  (CE1041DSB2, Black)",1.0,1.0,1.0,0.58
"Samsung 28 L Convection Microwave Oven with Moisture Sensor (MC28A5145VK/TL, Black, SlimFry)","SAMSUNG 28 L Convection Microwave Oven  (MC28M6036CK/TL, Black)",1.0,1.0,1.0,0.76
"Samsung 28 L Convection Microwave Oven with Moisture Sensor (MC28A5145VK/TL, Black, SlimFry)","SAMSUNG 28 L Convection Microwave Oven  (MC28A5033CK, BLACK)",1.0,1.0,1.0,0.65
"Samsung 28 L Convection Microwave Oven with Moisture Sensor (MC28A5145VK/TL, Black, SlimFry)","SAMSUNG 28 L Slim Fry & Hot blast Convection Microwave Oven  (MC28M6035CK/TL, Black)",1.0,1.0,1.0,0.67
"Samsung 28L, Hotblast, Slim Fry, Multi Spit , Convection Microwave Oven with Tandoor and Curd making (MC28A6035QS/TL, Sliver, Best Diwali Gift, 10 Yr warranty)","SAMSUNG 28 L Convection Microwave Oven  (MC28A6035QS/TL, Sliver)",1.0,0.71,1.0,0.51
"Samsung 28 L Convection Microwave Oven with SlimFry (MC28A6036QK/TL, Black)","SAMSUNG 28 L Convection & Grill Microwave Oven  (MC28A5013AK, Black)",1.0,1.0,1.0,0.67
"Samsung 28 L Convection Microwave Oven with SlimFry (MC28A6036QK/TL, Black)","SAMSUNG 28 L Convection Microwave Oven  (MC28A6036QK, Black)",1.0,1.0,1.0,0.84
"Samsung 28 L Convection Microwave Oven with SlimFry (MC28A6036QK/TL, Black)","SAMSUNG 28 L Convection & Grill Microwave Oven  (CE1041DSB3, Black)",1.0,1.0,1.0,0.67
"Samsung 28 L Convection Microwave Oven with SlimFry (MC28A6036QK/TL, Black)","SAMSUNG 28 L Convection Microwave Oven  (MC28A5025VP/TL, Black with Pattern)",1.0,1.0,1.0,0.8
"Samsung 28 L Convection Microwave Oven with SlimFry (MC28A6036QK/TL, Black)","SAMSUNG 28 L Convection Microwave Oven  (MC28A5145VK/TL, Black)",1.0,1.0,1.0,0.78
"Samsung 28 L Convection Microwave Oven with SlimFry (MC28A6036QK/TL, Black)","SAMSUNG 28 L Convection Microwave Oven  (MC28A5033CK/TL, Black)",1.0,1.0,1.0,0.78
"Samsung 28 L Convection Microwave Oven with SlimFry (MC28A6036QK/TL, Black)","SAMSUNG 28 L Convection Microwave Oven  (MC28A6035QS/TL, Sliver)",1.0,0.71,1.0,0.67
"Samsung 28 L Convection Microwave Oven with SlimFry (MC28A6036QK/TL, Black)","SAMSUNG 28 L Convection Microwave Oven  (MC28H5025VR, Black with Delight Red)",1.0,1.0,1.0,0.7
"Samsung 28 L Convection Microwave Oven with SlimFry (MC28A6036QK/TL, Black)","SAMSUNG 28 L Convection Microwave Oven  (MC28H5033CK, Black)",1.0,1.0,1.0,0.77
"Samsung 28 L Convection Microwave Oven with SlimFry (MC28A6036QK/TL, Black)","SAMSUNG 28 L Convection Microwave Oven  (MC28H5025QB/TL, Black)",1.0,1.0,1.0,0.84
"Samsung 28 L Convection Microwave Oven with SlimFry (MC28A6036QK/TL, Black)","SAMSUNG 28 L Slim Fry Convection & Grill Microwave Oven  (CE1041DSB2, Black)",1.0,1.0,1.0,0.63
"Samsung 28 L Convection Microwave Oven with SlimFry (MC28A6036QK/TL, Black)","SAMSUNG 28 L Convection Microwave Oven  (MC28M6036CK/TL, Black)",1.0,1.0,1.0,0.84
"Samsung 28 L Convection Microwave Oven with SlimFry (MC28A6036QK/TL, Black)","SAMSUNG 28 L Convection Microwave Oven  (MC28A5033CK, BLACK)",1.0,1.0,1.0,0.72
"Samsung 28 L Convection Microwave Oven with SlimFry (MC28A6036QK/TL, Black)","SAMSUNG 28 L Slim Fry & Hot blast Convection Microwave Oven  (MC28M6035CK/TL, Black)",1.0,1.0,1.0,0.74
"Samsung 28 L Convection Microwave Oven with SlimFry (MC28H5025VR/TL, Black Delight Red Pattern)","SAMSUNG 28 L Convection & Grill Microwave Oven  (MC28A5013AK, Black)",1.0,1.0,1.0,0.59
"Samsung 28 L Convection Microwave Oven with SlimFry (MC28H5025VR/TL, Black Delight Red Pattern)","SAMSUNG 28 L Convection Microwave Oven  (MC28A6036QK, Black)",1.0,1.0,1.0,0.63
"Samsung 28 L Convection Microwave Oven with SlimFry (MC28H5025VR/TL, Black Delight Red Pattern)","SAMSUNG 28 L Convection & Grill Microwave Oven  (CE1041DSB3, Black)",1.0,1.0,1.0,0.59
"Samsung 28 L Convection Microwave Oven with SlimFry (MC28H5025VR/TL, Black Delight Red Pattern)","SAMSUNG 28 L Convection Microwave Oven  (MC28A5025VP/TL, Black with Pattern)",1.0,1.0,1.0,0.79
"Samsung 28 L Convection Microwave Oven with SlimFry (MC28H5025VR/TL, Black Delight Red Pattern)","SAMSUNG 28 L Convection Microwave Oven  (MC28A5145VK/TL, Black)",1.0,1.0,1.0,0.69
"Samsung 28 L Convection Microwave Oven with SlimFry (MC28H5025VR/TL, Black Delight Red Pattern)","SAMSUNG 28 L Convection Microwave Oven  (MC28A5033CK/TL, Black)",1.0,1.0,1.0,0.69
"Samsung 28 L Convection Microwave Oven with SlimFry (MC28H5025VR/TL, Black Delight Red Pattern)","SAMSUNG 28 L Convection Microwave Oven  (MC28A6035QS/TL, Sliver)",1.0,0.71,1.0,0.59
"Samsung 28 L Convection Microwave Oven with SlimFry (MC28H5025VR/TL, Black Delight Red Pattern)","SAMSUNG 28 L Convection Microwave Oven  (MC28H5025VR, Black with Delight Red)",1.0,1.0,1.0,0.88
"Samsung 28 L Convection Microwave Oven with SlimFry (MC28H5025VR/TL, Black Delight Red Pattern)","SAMSUNG 28 L Convection Microwave Oven  (MC28H5033CK, Black)",1.0,1.0,1.0,0.68
"Samsung 28 L Convection Microwave Oven with SlimFry (MC28H5025VR/TL, Black Delight Red Pattern)","SAMSUNG 28 L Convection Microwave Oven  (MC28H5025QB/TL, Black)",1.0,1.0,1.0,0.73
"Samsung 28 L Convection Microwave Oven with SlimFry (MC28H5025VR/TL, Black Delight Red Pattern)","SAMSUNG 28 L Slim Fry Convection & Grill Microwave Oven  (CE1041DSB2, Black)",1.0,1.0,1.0,0.55
