Amazon_Product_Name,Flipkart_Product_Name,Brand_Similarity,Color_Similarity,Capacity_Similarity,Product_Name_Similarity
"Samsung 28 L Convection Microwave Oven with SlimFry (MC28H5025VR/TL, Black Delight Red Pattern)","SAMSUNG 28 L Convection Microwave Oven  (MC28M6036CK/TL, Black)",1.0,1.0,1.0,0.73
"Samsung 28 L Convection Microwave Oven with SlimFry (MC28H5025VR/TL, Black Delight Red Pattern)","SAMSUNG 28 L Convection Microwave Oven  (MC28A5033CK, BLACK)",1.0,1.0,1.0,0.63
"Samsung 28 L Convection Microwave Oven with SlimFry (MC28H5025VR/TL, Black Delight Red Pattern)","SAMSUNG 28 L Slim Fry & Hot blast Convection Microwave Oven  (MC28M6035CK/TL, Black)",1.0,1.0,1.0,0.65
"Samsung 28L, Hotblast, Slim Fry, Multi Spit , Convection Microwave Oven with Tandoor and Curd making (MC28A6035QS/TL, Sliver, Best Diwali Gift, 10 Yr warranty)","SAMSUNG 28 L Convection Microwave Oven  (MC28A6035QS/TL, Sliver)",1.0,0.71,1.0,0.51
"Whirlpool 29 Litres Convection Microwave Oven With 300 Plus Auto Cook Menus (Magicook Pro 31CES-E, Black, Air Fryer)","Whirlpool 29 L Convection Microwave Oven  (Magicook Pro 29L (Air-Fryer with Baking Plate & Rotisserie), Black)",1.0,1.0,1.0,0.67
"Haier 30L Convection Microwave Oven (HIL3001CBSH, Black, Crispy Grill)","Haier 30 L Convection Microwave Oven  (HIL3001CBSH, Black)",1.0,1.0,1.0,0.76
"Haier 30L Convection Microwave Oven (HIL3001CBSH, Black, Crispy Grill)","Haier 30 L Convection Microwave Oven  (HIL3001CBSH:IN, Black)",1.0,1.0,1.0,0.71
"IFB 30 L Convection Microwave Oven with Oil Free Cooking (30BC5, Black, With Starter Kit)","IFB 30 L Convection Microwave Oven  (30BRC2, Black)",1.0,1.0,1.0,0.57
"IFB 30 L Convection Microwave Oven with Oil Free Cooking (30BC5, Black, With Starter Kit)","IFB 30 L Oil free cooking microwave with steam clean Convection Microwave Oven  (30BC5, Black)",1.0,1.0,1.0,0.81
"IFB 30 L Convection Microwave Oven with Oil Free Cooking (30BC5, Black, With Starter Kit)","IFB 30 L Convection Microwave Oven  (MICRO WAVE OVEN 30FRC2, Black)",1.0,1.0,1.0,0.55
"IFB 30 L Convection Microwave Oven with Oil Free Cooking (30BC5, Black, With Starter Kit)","IFB 30 L Convection & Grill Microwave Oven  (30BRC3, BLACK)",1.0,1.0,1.0,0.57
"IFB 30 L Convection Microwave Oven (30BRC2, Black, With Starter Kit), Standard","IFB 30 L Convection Microwave Oven  (30BRC2, Black)",1.0,1.0,1.0,0.8
"IFB 30 L Convection Microwave Oven (30BRC2, Black, With Starter Kit), Standard","IFB 30 L Oil free cooking microwave with steam clean Convection Microwave Oven  (30BC5, Black)",1.0,1.0,1.0,0.6
"IFB 30 L Convection Microwave Oven (30BRC2, Black, With Starter Kit), Standard","IFB 30 L Convection Microwave Oven  (MICRO WAVE OVEN 30FRC2, Black)",1.0,1.0,1.0,0.67
"IFB 30 L Convection Microwave Oven (30BRC2, Black, With Starter Kit), Standard","IFB 30 L Convection & Grill Microwave Oven  (30BRC3, BLACK)",1.0,1.0,1.0,0.68
"IFB 30 L Convection Microwave Oven (30FRC2, Floral Pattern) (Black), STANDARD","IFB 30 L Convection Microwave Oven  (30BRC2, Black)",1.0,1.0,1.0,0.72
"IFB 30 L Convection Microwave Oven (30FRC2, Floral Pattern) (Black), STANDARD","IFB 30 L Oil free cooking microwave with steam clean Convection Microwave Oven  (30BC5, Black)",1.0,1.0,1.0,0.55
"IFB 30 L Convection Microwave Oven (30FRC2, Floral Pattern) (Black), STANDARD","IFB 30 L Convection Microwave Oven  (MICRO WAVE OVEN 30FRC2, Black)",1.0,1.0,1.0,0.8
"IFB 30 L Convection Microwave Oven (30FRC2, Floral Pattern) (Black), STANDARD","IFB 30 L Convection & Grill Microwave Oven  (30BRC3, BLACK)",1.0,1.0,1.0,0.72
"IFB 30 L Convection Microwave Oven (30SC4, Metallic Silver), STANDARD","IFB 30 L Metallic silver Convection Microwave Oven  (30SC4, Metallic Silver)",1.0,1.0,1.0,0.89
"Morphy Richards 30 MCGR Deluxe 30L Convection Microwave Oven with Motorised Rotisserie, 200 Autocook Menus and Child Lock Feature, Black","Morphy Richards 30 L 200 Auto cook menu Convection Microwave Oven  (30 MCGR Deluxe, Black)",1.0,1.0,1.0,0.61
"LG 32 L Charcoal Convection Microwave Oven (MJEN326PK, Black, Charcoal Lighting Heater with 10 Yr. Warranty and 360° Motorised Rotisserie)","LG 32 L Convection Microwave Oven  (MC3286BLT, Black)",1.0,0.71,1.0,0.53
"LG 32 L Charcoal Convection Microwave Oven (MJEN326PK, Black, Charcoal Lighting Heater with 10 Yr. Warranty and 360° Motorised Rotisserie)","LG 32 L With Twister Smog Handle Convection Microwave Oven  (MJEN326TL, Black)",1.0,0.71,1.0,0.58
"LG 32 L Charcoal Convection Microwave Oven (MJEN326PK, Black, Charcoal Lighting Heater with 10 Yr. Warranty and 360° Motorised Rotisserie)","LG 32 L Convection Microwave Oven  (MJEN326PK, Black)",1.0,0.71,1.0,0.58
"LG 32 L Charcoal Convection Microwave Oven (MJEN326PK, Black, Charcoal Lighting Heater with 10 Yr. Warranty and 360° Motorised Rotisserie)","LG 32 L Convection Microwave Oven  (MJEN326UH, Black)",1.0,0.71,1.0,0.53
"LG 32 L Charcoal Convection Microwave Oven (MJEN326PK, Black, Charcoal Lighting Heater with 10 Yr. Warranty and 360° Motorised Rotisserie)","LG 32 L With Twister Smog Handle Convection Microwave Oven  (MJEN326SF, Black)",1.0,0.71,1.0,0.58
"LG 32 L Convection Microwave Oven (MC3286BIUM, Black, Diet Fry, 360° Motorised Rotisserie) - 2023 Model","LG 32 L Convection Microwave Oven  (MC3286BRUM, Black)",1.0,1.0,1.0,0.61
"LG 32 L Convection Microwave Oven (MC3286BIUM, Black, Diet Fry, 360° Motorised Rotisserie) - 2023 Model","LG 32 L Charcoal Convection Microwave Oven  (MJ3286BRUS, Black)",1.0,0.71,1.0,0.61
"LG 32 L Convection Microwave Oven (MC3286BIUM, Black, Diet Fry, 360° Motorised Rotisserie) - 2023 Model","LG 32 L Convection Microwave Oven  (MC3286BLT, Black)",1.0,1.0,1.0,0.65
"LG 32 L Convection Microwave Oven (MC3286BIUM, Black, Diet Fry, 360° Motorised Rotisserie) - 2023 Model","LG 32 L With Twister Smog Handle Convection Microwave Oven  (MJEN326TL, Black)",1.0,1.0,1.0,0.61
"LG 32 L Convection Microwave Oven (MC3286BIUM, Black, Diet Fry, 360° Motorised Rotisserie) - 2023 Model","LG 32 L Convection Microwave Oven  (MJEN326PK, Black)",1.0,1.0,1.0,0.61
"LG 32 L Convection Microwave Oven (MC3286BIUM, Black, Diet Fry, 360° Motorised Rotisserie) - 2023 Model","LG 32 L Convection Microwave Oven  (MJEN326UH, Black)",1.0,1.0,1.0,0.65
"LG 32 L Convection Microwave Oven (MC3286BIUM, Black, Diet Fry, 360° Motorised Rotisserie) - 2023 Model","LG 32 L With Twister Smog Handle Convection Microwave Oven  (MJEN326SF, Black)",1.0,1.0,1.0,0.61
"LG 32 L Convection Microwave Oven (MC3286BIUM, Black, Diet Fry, 360° Motorised Rotisserie) - 2023 Model","LG 32 L Convection Microwave Oven  (MJEN326UL, BLACK)",1.0,1.0,1.0,0.61
"LG 32 L Convection Healthy Microwave Oven (MC3286BLU, Black, Diet Fry & Motorized Rotisserie) - 2023 Model","LG 32 L Convection Microwave Oven  (MC3286BRUM, Black)",1.0,1.0,1.0,0.61
"LG 32 L Convection Healthy Microwave Oven (MC3286BLU, Black, Diet Fry & Motorized Rotisserie) - 2023 Model","LG 32 L Charcoal Convection Microwave Oven  (MJ3286BRUS, Black)",1.0,0.71,1.0,0.61
"LG 32 L Convection Healthy Microwave Oven (MC3286BLU, Black, Diet Fry & Motorized Rotisserie) - 2023 Model","LG 32 L Convection Microwave Oven  (MC3286BLT, Black)",1.0,1.0,1.0,0.65
"LG 32 L Convection Healthy Microwave Oven (MC3286BLU, Black, Diet Fry & Motorized Rotisserie) - 2023 Model","LG 32 L With Twister Smog Handle Convection Microwave Oven  (MJEN326TL, Black)",1.0,1.0,1.0,0.61
"LG 32 L Convection Healthy Microwave Oven (MC3286BLU, Black, Diet Fry & Motorized Rotisserie) - 2023 Model","LG 32 L Convection Microwave Oven  (MJEN326PK, Black)",1.0,1.0,1.0,0.61
"LG 32 L Convection Healthy Microwave Oven (MC3286BLU, Black, Diet Fry & Motorized Rotisserie) - 2023 Model","LG 32 L Convection Microwave Oven  (MJEN326UH, Black)",1.0,1.0,1.0,0.65
"LG 32 L Convection Healthy Microwave Oven (MC3286BLU, Black, Diet Fry & Motorized Rotisserie) - 2023 Model","LG 32 L With Twister Smog Handle Convection Microwave Oven  (MJEN326SF, Black)",1.0,1.0,1.0,0.61
"LG 32 L Convection Healthy Microwave Oven (MC3286BLU, Black, Diet Fry & Motorized Rotisserie) - 2023 Model","LG 32 L Convection Microwave Oven  (MJEN326UL, BLACK)",1.0,1.0,1.0,0.61
"LG 32 L Convection Microwave Oven (MC3286BRUM, Black)","LG 32 L Convection Microwave Oven  (MC3286BRUM, Black)",1.0,1.0,1.0,1.0
"LG 32 L Convection Microwave Oven (MC3286BRUM, Black)","LG 32 L Charcoal Convection Microwave Oven  (MJ3286BRUS, Black)",1.0,0.71,1.0,0.86
"LG 32 L Convection Microwave Oven (MC3286BRUM, Black)","LG 32 L Convection Microwave Oven  (MC3286BLT, Black)",1.0,1.0,1.0,0.93
"LG 32 L Convection Microwave Oven (MC3286BRUM, Black)","LG 32 L With Twister Smog Handle Convection Microwave Oven  (MJEN326TL, Black)",1.0,1.0,1.0,0.86
"LG 32 L Convection Microwave Oven (MC3286BRUM, Black)","LG 32 L Convection Microwave Oven  (MJEN326PK, Black)",1.0,1.0,1.0,0.86
"LG 32 L Convection Microwave Oven (MC3286BRUM, Black)","LG 32 L Convection Microwave Oven  (MJEN326UH, Black)",1.0,1.0,1.0,0.93
"LG 32 L Convection Microwave Oven (MC3286BRUM, Black)","LG 32 L With Twister Smog Handle Convection Microwave Oven  (MJEN326SF, Black)",1.0,1.0,1.0,0.86
"LG 32 L Convection Microwave Oven (MC3286BRUM, Black)","LG 32 L Convection Microwave Oven  (MJEN326UL, BLACK)",1.0,1.0,1.0,0.86
"LG 32 L All in One NeoChef Charcoal Convection Microwave Oven (MJEN326UL, Black, Charcoal Lighting Heater)","LG 32 L Convection Microwave Oven  (MC3286BRUM, Black)",1.0,1.0,1.0,0.55
"LG 32 L All in One NeoChef Charcoal Convection Microwave Oven (MJEN326UL, Black, Charcoal Lighting Heater)","LG 32 L Charcoal Convection Microwave Oven  (MJ3286BRUS, Black)",1.0,0.71,1.0,0.73
"LG 32 L All in One NeoChef Charcoal Convection Microwave Oven (MJEN326UL, Black, Charcoal Lighting Heater)","LG 32 L Convection Microwave Oven  (MC3286BLT, Black)",1.0,1.0,1.0,0.59
"LG 32 L All in One NeoChef Charcoal Convection Microwave Oven (MJEN326UL, Black, Charcoal Lighting Heater)","LG 32 L With Twister Smog Handle Convection Microwave Oven  (MJEN326TL, Black)",1.0,1.0,1.0,0.55
"LG 32 L All in One NeoChef Charcoal Convection Microwave Oven (MJEN326UL, Black, Charcoal Lighting Heater)","LG 32 L Convection Microwave Oven  (MJEN326PK, Black)",1.0,1.0,1.0,0.55
"LG 32 L All in One NeoChef Charcoal Convection Microwave Oven (MJEN326UL, Black, Charcoal Lighting Heater)","LG 32 L Convection Microwave Oven  (MJEN326UH, Black)",1.0,1.0,1.0,0.59
"LG 32 L All in One NeoChef Charcoal Convection Microwave Oven (MJEN326UL, Black, Charcoal Lighting Heater)","LG 32 L With Twister Smog Handle Convection Microwave Oven  (MJEN326SF, Black)",1.0,1.0,1.0,0.55
"LG 32 L All in One NeoChef Charcoal Convection Microwave Oven (MJEN326UL, Black, Charcoal Lighting Heater)","LG 32 L Convection Microwave Oven  (MJEN326UL, BLACK)",1.0,1.0,1.0,0.64
"Samsung 32 L Convection Microwave Oven (CE117PC-B3/XTL, Black, SlimFry)","SAMSUNG 32 L Convection Microwave Oven  (CE117PC-B3/XTL, Black)",1.0,1.0,1.0,0.95
"Samsung 32 L Convection Microwave Oven (CE117PC-B3/XTL, Black, SlimFry)","SAMSUNG 32 L Convection Microwave Oven  (MC32A7056CB/TL, Black)",1.0,1.0,1.0,0.72
"Samsung 32 L Convection Microwave Oven (CE117PC-B3/XTL, Black, SlimFry)","SAMSUNG 32 L Convection Microwave Oven  (MC32A7056QT/TL, Black)",1.0,1.0,1.0,0.67
"Samsung 32 L Convection Microwave Oven (CE117PC-B3/XTL, Black, SlimFry)","SAMSUNG 32 L Convection Microwave Oven  (CE117PC-B3, BLACK)",1.0,1.0,1.0,0.89
"Samsung 32 L Convection Microwave Oven (CE117PC-B3/XTL, Black, SlimFry)","SAMSUNG 32 L Convection Microwave Oven  (CE117PC-B2/XTL, Black)",1.0,1.0,1.0,0.89
"Samsung 32 L Convection Microwave Oven (CE117PC-B3/XTL, Black, SlimFry)","SAMSUNG 32 L Convection & Grill Microwave Oven  (MC32B7382QD/TL, Black)",1.0,1.0,1.0,0.63
"Samsung 32 L Convection Microwave Oven (CE117PC-B3/XTL, Black, SlimFry)","SAMSUNG 32 L Slim Fry Convection & Grill Microwave Oven  (MC32J7035CT, Black, Grey)",1.0,0.71,1.0,0.6
"Samsung 32 L Convection Microwave Oven (CE117PC-B3/XTL, Black, SlimFry)","SAMSUNG 32 L Convection Microwave Oven  (MC32K7056CK/TL, Black)",1.0,1.0,1.0,0.72
"Samsung 32 L Convection Microwave Oven (CE117PC-B3/XTL, Black, SlimFry)","SAMSUNG 32 L Convection Microwave Oven  (MC32K7056QT/TL, Black)",1.0,0.71,1.0,0.72
"Samsung 32 L Convection Microwave Oven (CE117PC-B3/XTL, Black, SlimFry)","SAMSUNG 32 L Convection Microwave Oven  (MC32A7056CK/TL, Black)",1.0,1.0,1.0,0.67
"Samsung 32 L Convection Microwave Oven (MC32A7056CK/TL, Black, Slimfry)","SAMSUNG 32 L Convection Microwave Oven  (CE117PC-B3/XTL, Black)",1.0,1.0,1.0,0.67
"Samsung 32 L Convection Microwave Oven (MC32A7056CK/TL, Black, Slimfry)","SAMSUNG 32 L Convection Microwave Oven  (MC32A7056CB/TL, Black)",1.0,1.0,1.0,0.88
"Samsung 32 L Convection Microwave Oven (MC32A7056CK/TL, Black, Slimfry)","SAMSUNG 32 L Convection Microwave Oven  (MC32A7056QT/TL, Black)",1.0,1.0,1.0,0.82
"Samsung 32 L Convection Microwave Oven (MC32A7056CK/TL, Black, Slimfry)","SAMSUNG 32 L Convection Microwave Oven  (CE117PC-B3, BLACK)",1.0,1.0,1.0,0.71
"Samsung 32 L Convection Microwave Oven (MC32A7056CK/TL, Black, Slimfry)","SAMSUNG 32 L Convection Microwave Oven  (CE117PC-B2/XTL, Black)",1.0,1.0,1.0,0.71
"Samsung 32 L Convection Microwave Oven (MC32A7056CK/TL, Black, Slimfry)","SAMSUNG 32 L Convection & Grill Microwave Oven  (MC32B7382QD/TL, Black)",1.0,1.0,1.0,0.78
"Samsung 32 L Convection Microwave Oven (MC32A7056CK/TL, Black, Slimfry)","SAMSUNG 32 L Slim Fry Convection & Grill Microwave Oven  (MC32J7035CT, Black, Grey)",1.0,0.71,1.0,0.63
"Samsung 32 L Convection Microwave Oven (MC32A7056CK/TL, Black, Slimfry)","SAMSUNG 32 L Convection Microwave Oven  (MC32K7056CK/TL, Black)",1.0,1.0,1.0,0.88
"Samsung 32 L Convection Microwave Oven (MC32A7056CK/TL, Black, Slimfry)","SAMSUNG 32 L Convection Microwave Oven  (MC32K7056QT/TL, Black)",1.0,0.71,1.0,0.88
"Samsung 32 L Convection Microwave Oven (MC32A7056CK/TL, Black, Slimfry)","SAMSUNG 32 L Convection Microwave Oven  (MC32A7056CK/TL, Black)",1.0,1.0,1.0,0.94
"Samsung 32 L Convection Microwave Oven (MC32A7056QT/TL, Black, Slimfry)","SAMSUNG 32 L Convection Microwave Oven  (CE117PC-B3/XTL, Black)",1.0,1.0,1.0,0.67
"Samsung 32 L Convection Microwave Oven (MC32A7056QT/TL, Black, Slimfry)","SAMSUNG 32 L Convection Microwave Oven  (MC32A7056CB/TL, Black)",1.0,1.0,1.0,0.88
"Samsung 32 L Convection Microwave Oven (MC32A7056QT/TL, Black, Slimfry)","SAMSUNG 32 L Convection Microwave Oven  (MC32A7056QT/TL, Black)",1.0,1.0,1.0,0.94
"Samsung 32 L Convection Microwave Oven (MC32A7056QT/TL, Black, Slimfry)","SAMSUNG 32 L Convection Microwave Oven  (CE117PC-B3, BLACK)",1.0,1.0,1.0,0.71
"Samsung 32 L Convection Microwave Oven (MC32A7056QT/TL, Black, Slimfry)","SAMSUNG 32 L Convection Microwave Oven  (CE117PC-B2/XTL, Black)",1.0,1.0,1.0,0.71
"Samsung 32 L Convection Microwave Oven (MC32A7056QT/TL, Black, Slimfry)","SAMSUNG 32 L Convection & Grill Microwave Oven  (MC32B7382QD/TL, Black)",1.0,1.0,1.0,0.78
"Samsung 32 L Convection Microwave Oven (MC32A7056QT/TL, Black, Slimfry)","SAMSUNG 32 L Slim Fry Convection & Grill Microwave Oven  (MC32J7035CT, Black, Grey)",1.0,0.71,1.0,0.63
"Samsung 32 L Convection Microwave Oven (MC32A7056QT/TL, Black, Slimfry)","SAMSUNG 32 L Convection Microwave Oven  (MC32K7056CK/TL, Black)",1.0,1.0,1.0,0.88
"Samsung 32 L Convection Microwave Oven (MC32A7056QT/TL, Black, Slimfry)","SAMSUNG 32 L Convection Microwave Oven  (MC32K7056QT/TL, Black)",1.0,0.71,1.0,0.88
"Samsung 32 L Convection Microwave Oven (MC32A7056QT/TL, Black, Slimfry)","SAMSUNG 32 L Convection Microwave Oven  (MC32A7056CK/TL, Black)",1.0,1.0,1.0,0.82
"Samsung 28 L Convection Microwave Oven (MC32B7382QC/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (CE117PC-B3/XTL, Black)",1.0,1.0,1.0,0.59
"Samsung 28 L Convection Microwave Oven (MC32B7382QC/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (MC32A7056CB/TL, Black)",1.0,1.0,1.0,0.8
"Samsung 28 L Convection Microwave Oven (MC32B7382QC/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (MC32A7056QT/TL, Black)",1.0,1.0,1.0,0.75
"Samsung 28 L Convection Microwave Oven (MC32B7382QC/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (CE117PC-B3, BLACK)",1.0,1.0,1.0,0.62
"Samsung 28 L Convection Microwave Oven (MC32B7382QC/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (CE117PC-B2/XTL, Black)",1.0,1.0,1.0,0.62
"Samsung 28 L Convection Microwave Oven (MC32B7382QC/TL, Black)","SAMSUNG 32 L Convection & Grill Microwave Oven  (MC32B7382QD/TL, Black)",1.0,1.0,1.0,0.71
"Samsung 28 L Convection Microwave Oven (MC32B7382QC/TL, Black)","SAMSUNG 32 L Slim Fry Convection & Grill Microwave Oven  (MC32J7035CT, Black, Grey)",1.0,0.71,1.0,0.56
"Samsung 28 L Convection Microwave Oven (MC32B7382QC/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (MC32K7056CK/TL, Black)",1.0,1.0,1.0,0.8
"Samsung 28 L Convection Microwave Oven (MC32B7382QC/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (MC32K7056QT/TL, Black)",1.0,0.71,1.0,0.8
"Samsung 28 L Convection Microwave Oven (MC32B7382QC/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (MC32A7056CK/TL, Black)",1.0,1.0,1.0,0.75
"Samsung 28 L Convection Microwave Oven (MC32B7382QD/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (CE117PC-B3/XTL, Black)",1.0,1.0,1.0,0.59
"Samsung 28 L Convection Microwave Oven (MC32B7382QD/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (MC32A7056CB/TL, Black)",1.0,1.0,1.0,0.8
"Samsung 28 L Convection Microwave Oven (MC32B7382QD/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (MC32A7056QT/TL, Black)",1.0,1.0,1.0,0.75
"Samsung 28 L Convection Microwave Oven (MC32B7382QD/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (CE117PC-B3, BLACK)",1.0,1.0,1.0,0.62
"Samsung 28 L Convection Microwave Oven (MC32B7382QD/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (CE117PC-B2/XTL, Black)",1.0,1.0,1.0,0.62
"Samsung 28 L Convection Microwave Oven (MC32B7382QD/TL, Black)","SAMSUNG 32 L Convection & Grill Microwave Oven  (MC32B7382QD/TL, Black)",1.0,1.0,1.0,0.82
"Samsung 28 L Convection Microwave Oven (MC32B7382QD/TL, Black)","SAMSUNG 32 L Slim Fry Convection & Grill Microwave Oven  (MC32J7035CT, Black, Grey)",1.0,0.71,1.0,0.56
"Samsung 28 L Convection Microwave Oven (MC32B7382QD/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (MC32K7056CK/TL, Black)",1.0,1.0,1.0,0.8
"Samsung 28 L Convection Microwave Oven (MC32B7382QD/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (MC32K7056QT/TL, Black)",1.0,0.71,1.0,0.8
"Samsung 28 L Convection Microwave Oven (MC32B7382QD/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (MC32A7056CK/TL, Black)",1.0,1.0,1.0,0.75
"Godrej 33 L Convection Microwave Oven (GME 733 CM1 SM, Silver Mist) (52141502SD00099)","Godrej 33 L Convection & Grill Microwave Oven  (GME 733 CM1 SM, Silver)",1.0,0.71,1.0,0.87
"Panasonic 34 L Convection Microwave Oven (NN-CD86JBFDG, Black, With Starter Kit)","Panasonic 34 L Convection Microwave Oven  (NN-CD86JBFDG, BLACK)",1.0,1.0,1.0,0.85
"LG 42 L Solo Microwave Oven (MS4295DIS, Black)","LG 42 L Inverter Solo Microwave Oven  (MS4295DIS, Black)",1.0,1.0,1.0,1.0
